"","SampleID","OrganismCode","ForkLength","TotalLength","Weight","Sex","Spawning.Condition","MarkCode","Race","StageCode","Dead","CWTSample","Genetic.Sample","Direct.Take","Indirect.Take","FishTagID","Count","Plus.Count","FishIDComments","SalmGenRowID","GeneticID1","Prob1","GeneticID2","Prob2","SalmComments","SmeltGenRowID","GeneticID","numChrom","V.shape","SmeltComments","qDS","qLFS","qWAG","GenotypeRun"
"110",8511,"CHN",76,NA,5,"","","A","F","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-F_003",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",8511,"CHN",76,NA,4.94,"","","A","F","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-F_004",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",8511,"CHN",69,NA,3.77,"","","A","F","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-F_005",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",8521,"CHN",76,NA,5.1,"","","A","F","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-F_006",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",8521,"CHN",81,NA,NA,"","","A","F","n/p","Yes",TRUE,TRUE,FALSE,TRUE,"2019Ad_min-F_007",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",8521,"CHN",80,NA,NA,"","","A","F","n/p","Yes",TRUE,TRUE,FALSE,TRUE,"2019Ad_min-F_008",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",8522,"CHN",82,NA,6.26,"","","A","F","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-F_009",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",8522,"CHN",82,NA,5.89,"","","A","F","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-F_010",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",8522,"CHN",82,NA,6.23,"","","A","F","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-F_011",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",8522,"CHN",84,NA,6.95,"","","A","F","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-F_012",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",8522,"CHN",83,NA,6.68,"","","A","F","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-F_013",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",8654,"CHN",84,NA,5.04,"","","A","F","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-F_014",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",8522,"CHN",80,NA,NA,"","","A","F","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-F_500",1,FALSE,"LW: 5.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",8509,"CHN",98,NA,12.05,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_001",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",8510,"CHN",95,NA,9.58,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_002",1,FALSE,"Lab Weight: 9.4326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",8679,"CHN",106,NA,NA,"","","A","S","n/p","Yes",TRUE,TRUE,FALSE,TRUE,"2019Ad_min-S_003",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",8682,"CHN",98,NA,11.29,"","","A","S","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_004",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",8513,"CHN",100,NA,11.42,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_005",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",8521,"CHN",92,NA,9.91,"","","A","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_min-S_006",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",8521,"CHN",91,NA,8.7,"","","A","S","n/p","No",TRUE,TRUE,FALSE,FALSE,"2019Ad_min-S_007",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",8521,"CHN",88,NA,8.02,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_008",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",8521,"CHN",85,NA,7.26,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_009",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",8521,"CHN",87,NA,7.81,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_010",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",8521,"CHN",85,NA,8.25,"","","A","S","n/p","Yes",TRUE,TRUE,FALSE,TRUE,"2019Ad_min-S_012",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",8521,"CHN",94,NA,NA,"","","A","S","n/p","Yes",TRUE,TRUE,FALSE,TRUE,"2019Ad_min-S_014",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",8521,"CHN",90,NA,NA,"","","A","S","n/p","Yes",TRUE,TRUE,FALSE,TRUE,"2019Ad_min-S_015",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",8522,"CHN",103,NA,16.3,"","","A","S","n/p","No",TRUE,TRUE,FALSE,TRUE,"2019Ad_min-S_016",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",8522,"CHN",89,NA,7.94,"","","A","S","n/p","No",TRUE,TRUE,FALSE,TRUE,"2019Ad_min-S_017",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",8522,"CHN",93,NA,9.42,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_018",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",8522,"CHN",87,NA,7.06,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_019",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",8522,"CHN",85,NA,6.46,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_020",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",8522,"CHN",93,NA,9.63,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_021",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",8522,"CHN",94,NA,10.22,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_022",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",8522,"CHN",86,NA,7.5,"","","A","S","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_023",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",8522,"CHN",100,NA,11.43,"","","A","S","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_024",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",8522,"CHN",97,NA,10.68,"","","A","S","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_025",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",8522,"CHN",92,NA,9.2,"","","A","S","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_026",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",8522,"CHN",87,NA,7.63,"","","A","S","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_027",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",8522,"CHN",88,NA,8.34,"","","A","S","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_028",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",8522,"CHN",86,NA,7.06,"","","A","S","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_029",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",8522,"CHN",91,NA,NA,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_500",1,FALSE,"LW: 7.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",8522,"CHN",90,NA,NA,"","","A","S","n/p","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-S_501",1,FALSE,"LW: 8.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",8482,"CHN",107,NA,16.03,"","","A","W","CHN_S","Yes",TRUE,TRUE,FALSE,TRUE,"2019Ad_min-W_001",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",8482,"CHN",110,NA,17.11,"","","A","W","CHN_S","Yes",TRUE,TRUE,FALSE,TRUE,"2019Ad_min-W_002",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",8483,"CHN",126,NA,21.32,"","","A","W","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-W_003",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",8483,"CHN",125,NA,21.57,"","","A","W","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-W_004",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",8483,"CHN",123,NA,19.84,"","","A","W","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-W_005",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",8483,"CHN",113,NA,15.26,"","","A","W","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-W_006",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",8483,"CHN",137,NA,29.11,"","","A","W","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-W_007",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",8497,"CHN",141,NA,34.22,"","","A","W","CHN_S","No",TRUE,TRUE,TRUE,FALSE,"2019Ad_min-W_008",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",8511,"CHN",37,NA,0.57,"","","None","F","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-F_115",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",8522,"CHN",82,NA,6.75,"","","None","F","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-F_227",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",8522,"CHN",83,NA,6.23,"","","None","F","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-F_261",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",8461,"CHN",72,NA,4.65,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_001",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",8494,"CHN",79,NA,6.23,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_002",1,FALSE,"Good Condition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",8495,"CHN",77,NA,NA,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_003",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",8495,"CHN",74,NA,NA,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_004",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",8497,"CHN",84,NA,7.9,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,TRUE,"2019Ad_plus-S_005",1,FALSE,"Bad Condition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",8498,"CHN",99,NA,NA,"","","None","S","n/p","Yes",FALSE,TRUE,FALSE,TRUE,"2019Ad_plus-S_006",1,FALSE,"Hard to measure due to poor condition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",8498,"CHN",92,NA,NA,"","","None","S","n/p","Yes",FALSE,TRUE,FALSE,TRUE,"2019Ad_plus-S_007",1,FALSE,"Hard to measure due to poor condition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",8498,"CHN",83,NA,6.98,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_008",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",8498,"CHN",93,NA,9.56,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_009",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",8498,"CHN",97,NA,10.12,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_010",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",8504,"CHN",103,NA,14.43,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_011",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",8504,"CHN",96,NA,10.36,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_012",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",8506,"CHN",87,NA,7.76,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_013",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",8506,"CHN",83,NA,6.41,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_014",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",8506,"CHN",85,NA,6.95,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_015",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",8508,"CHN",78,NA,6.26,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_016",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",8505,"CHN",88,NA,8.97,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_017",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",8505,"CHN",95,NA,10.99,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_018",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",8505,"CHN",98,NA,11.47,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_019",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",8505,"CHN",101,NA,11.59,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_020",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",8505,"CHN",101,NA,11.91,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_021",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",8505,"CHN",100,NA,13.23,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_022",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",8505,"CHN",105,NA,14.37,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_023",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",8510,"CHN",91,NA,8.24,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_024",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",8510,"CHN",98,NA,12.55,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_025",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",8510,"CHN",100,NA,12,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_026",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",8510,"CHN",103,NA,14.93,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_027",1,FALSE,"Ad Fin short",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",8514,"CHN",94,NA,9.98,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_028",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",8514,"CHN",94,NA,10.56,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_029",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",8514,"CHN",108,NA,14.57,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_030",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",8679,"CHN",105,NA,12.75,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_031",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",8679,"CHN",102,NA,12.26,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_032",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",8679,"CHN",94,NA,10.01,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_033",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",8679,"CHN",94,NA,10.14,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_034",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",8679,"CHN",91,NA,8.47,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_035",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",8679,"CHN",86,NA,7.05,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_036",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",8679,"CHN",108,NA,NA,"","","None","S","n/p","Yes",FALSE,TRUE,FALSE,TRUE,"2019Ad_plus-S_037",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",8679,"CHN",96,NA,NA,"","","None","S","n/p","Yes",FALSE,TRUE,FALSE,TRUE,"2019Ad_plus-S_038",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",8679,"CHN",92,NA,NA,"","","None","S","n/p","Yes",FALSE,TRUE,FALSE,TRUE,"2019Ad_plus-S_039",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",8681,"CHN",94,NA,10.92,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_040",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",8682,"CHN",89,NA,8.9,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_041",1,FALSE,"upper caudal fin damaged (possibly already clipped?) took clip from lower caudal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",8513,"CHN",96,NA,11.51,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_042",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",8513,"CHN",110,NA,12.31,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_043",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",8513,"CHN",110,NA,16.68,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_044",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",8513,"CHN",86,NA,7.77,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_045",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",8513,"CHN",101,NA,13.36,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_046",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",8513,"CHN",96,NA,12.13,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_047",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",8513,"CHN",97,NA,12.86,"","","None","S","n/p","Yes",FALSE,TRUE,FALSE,TRUE,"2019Ad_plus-S_048",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",8513,"CHN",90,NA,9.78,"","","None","S","n/p","Yes",FALSE,TRUE,FALSE,TRUE,"2019Ad_plus-S_049",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",8468,"CHN",90,NA,9.14,"","","None","S","CHN_S","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_050",1,FALSE,"Smolting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",8521,"CHN",100,NA,13.88,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_051",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",8521,"CHN",94,NA,11.73,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_052",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",8521,"CHN",85,NA,8.04,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_053",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",8521,"CHN",85,NA,6.78,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_056",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",8521,"CHN",91,NA,10.04,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_057",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",8521,"CHN",92,NA,10.32,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_058",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",8521,"CHN",94,NA,10.81,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_059",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",8521,"CHN",91,NA,10.17,"","","None","S","n/p","No",FALSE,TRUE,FALSE,FALSE,"2019Ad_plus-S_060",1,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
